,0,1
125.0,2.129,4.823
129.0,0.857,1.852
141.0,0.357,3.634
142.0,1.558,3.376
149.0,1.357,3.943
150.0,0.792,2.951
151.0,1.649,2.538
161.0,1.013,2.572
162.0,1.515,2.958
167.0,1.32,3.251
168.0,2.218,3.172
169.0,1.421,3.046
10.0,,
11.0,2.318,3.883
12.0,0.841,1.809
13.0,1.963,2.966
31.0,0.931,3.711
32.0,1.727,3.139
33.0,1.494,2.065
34.0,1.542,2.731
45.0,0.841,2.896
48.0,1.654,2.197
58.0,0.943,2.723
59.0,1.275,2.98
62.0,0.933,2.396
63.0,0.59,3.037
78.0,1.591,3.373
79.0,0.965,3.209
82.0,0.956,3.341
83.0,0.703,3.054
84.0,0.977,2.362
85.0,1.74,4.615
96.0,1.177,2.905
97.0,1.061,3.904
100.0,1.404,3.794
101.0,2.068,3.726
102.0,1.269,3.625
115.0,1.375,3.222
116.0,1.121,3.524
120.0,1.56,3.172
121.0,1.765,2.357
122.0,1.666,3.546
123.0,0.579,3.178
133.0,1.8,2.725
134.0,1.587,2.903
136.0,0.719,3.276
137.0,1.77,4.216
138.0,1.144,3.321
145.0,1.383,3.602
146.0,0.714,2.657
147.0,2.375,2.865
148.0,1.891,3.462
149.0,0.916,3.575
150.0,1.885,3.895
151.0,1.098,3.412
152.0,2.342,2.133
159.0,1.836,3.182
160.0,2.664,3.007
161.0,0.767,2.962
162.0,1.633,2.986
163.0,1.478,3.413
164.0,1.481,3.092
165.0,1.515,3.483
166.0,0.869,3.583
183.0,0.834,2.664
184.0,1.806,2.94
188.0,1.285,3.885
189.0,1.502,4.077
12.0,0.974,4.077
13.0,2.459,3.849
14.0,1.652,4.517
15.0,1.969,3.044
16.0,0.723,3.228
27.0,1.221,4.624
28.0,1.646,2.807
29.0,1.629,2.813
30.0,0.527,2.669
31.0,2.66,3.42
32.0,1.619,2.685
44.0,0.931,3.332
45.0,0.438,2.227
46.0,0.963,2.242
47.0,1.993,3.471
48.0,1.884,3.457
49.0,1.847,3.571
58.0,0.884,2.566
59.0,1.056,3.532
60.0,1.474,3.76
63.0,0.433,2.678
64.0,1.526,3.402
65.0,2.218,3.928
66.0,2.795,4.591
75.0,2.005,3.741
76.0,2.554,3.852
81.0,1.455,2.911
82.0,1.107,3.278
83.0,1.891,2.309
84.0,2.15,3.239
85.0,2.044,3.932
94.0,3.397,3.954
95.0,1.516,3.536
98.0,0.854,2.862
99.0,1.63,3.907
100.0,1.354,1.994
113.0,0.864,4.368
114.0,1.03,3.343
117.0,1.434,2.186
118.0,1.831,3.263
131.0,2.185,3.396
132.0,0.639,3.269
135.0,0.636,3.63
136.0,0.817,3.279
137.0,2.358,2.58
148.0,1.581,3.327
149.0,1.774,4.158
153.0,1.776,3.235
154.0,1.583,3.516
155.0,0.431,3.279
164.0,1.129,2.809
165.0,1.45,4.303
168.0,1.377,3.268
175.0,1.669,3.857
185.0,2.036,2.765
186.0,0.916,4.125
189.0,1.079,2.095
190.0,1.479,2.749
191.0,1.203,2.816
204.0,2.52,2.688
205.0,2.328,3.597
208.0,0.898,2.563
219.0,1.047,2.748
220.0,1.491,3.554
223.0,1.909,2.181
224.0,1.899,2.612
232.0,1.061,2.901
233.0,1.659,2.482
236.0,1.366,2.055
237.0,0.969,2.406
238.0,2.046,3.792
10.0,1.871,4.068
11.0,2.277,2.846
12.0,0.914,2.943
13.0,0.551,2.207
14.0,1.78,2.996
15.0,2.324,3.199
23.0,1.215,4.579
24.0,2.208,3.226
27.0,1.313,2.777
28.0,2.216,2.182
31.0,2.482,3.173
43.0,0.676,3.571
44.0,1.343,4.314
45.0,2.475,2.641
46.0,2.681,2.562
58.0,2.096,4.148
59.0,1.778,2.452
67.0,1.998,2.249
68.0,1.979,2.228
78.0,1.617,3.119
79.0,1.671,1.989
81.0,2.666,3.351
98.0,2.827,5.198
99.0,2.66,2.437
101.0,0.592,2.455
102.0,2.626,1.801
103.0,0.495,2.505
104.0,1.547,1.356
105.0,1.885,2.516
122.0,0.742,2.029
123.0,0.804,2.452
131.0,1.976,3.45
132.0,2.634,1.981
133.0,1.148,2.399
134.0,0.894,2.389
146.0,0.601,3.613
147.0,0.724,1.624
149.0,1.027,2.065
150.0,2.954,2.337
151.0,1.178,3.106
152.0,0.909,2.076
153.0,1.505,1.428
163.0,1.095,2.771
164.0,1.545,1.894
165.0,1.303,2.917
166.0,0.8,3.023
7.0,1.905,3.683
8.0,2.584,4.006
9.0,0.979,3.034
10.0,1.77,2.629
13.0,1.996,2.505
14.0,3.778,3.67
23.0,1.655,3.205
24.0,4.049,4.195
25.0,1.387,2.607
26.0,1.693,2.283
44.0,1.11,4.672
45.0,1.912,1.339
46.0,2.826,2.338
47.0,4.184,2.975
48.0,1.591,2.828
49.0,3.25,2.844
60.0,1.565,3.642
61.0,1.751,2.135
65.0,3.495,2.654
66.0,2.876,3.631
67.0,1.787,4.244
81.0,2.063,4.005
82.0,1.695,3.597
85.0,3.124,3.367
98.0,1.408,3.569
99.0,2.173,1.808
103.0,3.952,3.451
104.0,2.512,3.914
105.0,1.651,3.168
114.0,2.965,3.777
115.0,0.819,2.807
116.0,1.802,3.078
117.0,2.131,3.422
118.0,1.478,1.991
119.0,1.797,3.043
131.0,2.301,3.883
132.0,0.987,2.017
134.0,2.153,3.104
135.0,3.692,2.701
136.0,2.177,2.659
148.0,1.243,2.837
149.0,2.217,2.551
151.0,1.218,1.462
167.0,1.403,2.773
168.0,1.552,4.222
172.0,0.956,2.186
173.0,1.327,3.022
174.0,2.964,2.272
185.0,2.549,2.537
188.0,2.141,3.469
189.0,0.382,2.641
198.0,1.644,2.313
199.0,1.467,1.408
202.0,1.011,2.272
203.0,0.961,2.069
204.0,1.976,2.588
215.0,0.753,2.792
216.0,0.636,2.709
220.0,2.08,1.904
221.0,1.572,3.715
222.0,1.266,2.876
237.0,0.542,2.428
238.0,1.463,3.317
240.0,1.46,1.941
241.0,1.255,2.275
242.0,1.784,1.854
243.0,1.445,3.184
253.0,0.8,4.382
254.0,0.876,2.398
255.0,1.284,1.412
256.0,1.887,2.936
257.0,1.64,2.722
258.0,1.875,3.943
259.0,1.825,2.818
18.0,0.929,2.091
19.0,2.364,2.989
20.0,1.908,3.496
25.0,2.576,2.538
42.0,0.948,2.627
43.0,2.854,3.087
44.0,2.739,2.863
45.0,2.201,2.353
46.0,2.87,1.627
47.0,1.556,2.902
56.0,5.15,4.465
57.0,1.682,2.007
58.0,1.409,3.728
59.0,0.461,2.238
60.0,2.407,2.523
61.0,2.195,1.974
70.0,1.567,1.778
71.0,1.962,1.814
73.0,2.075,4.159
74.0,1.662,2.491
86.0,1.319,3.37
87.0,1.243,2.508
92.0,0.977,2.546
104.0,0.938,2.654
105.0,1.774,2.555
110.0,2.356,1.88
111.0,2.758,2.97
112.0,2.048,3.212
122.0,2.399,2.419
123.0,2.102,3.426
127.0,1.734,2.226
128.0,1.886,2.983
129.0,1.647,2.913
130.0,3.403,2.564
143.0,1.027,2.07
144.0,1.476,1.872
146.0,1.866,2.809
147.0,2.606,1.329
148.0,0.903,1.89
159.0,0.946,2.264
160.0,,2.367
19.0,1.589,2.957
20.0,1.856,2.588
21.0,1.862,2.258
25.0,1.81,2.926
43.0,2.823,3.343
44.0,3.805,2.026
45.0,1.776,2.433
46.0,4.789,2.767
47.0,1.58,2.939
48.0,3.259,2.803
63.0,1.603,1.702
65.0,1.635,3.099
66.0,0.887,1.962
79.0,0.549,2.777
80.0,1.289,2.115
84.0,0.818,2.523
85.0,1.611,2.219
86.0,,2.498
87.0,,
12.0,1.798,3.104
13.0,1.744,2.29
14.0,1.564,2.356
15.0,3.973,2.307
16.0,2.955,2.454
17.0,2.046,3.634
18.0,1.404,1.875
30.0,2.616,3.158
31.0,1.402,2.067
32.0,0.649,3.374
33.0,5.077,2.892
34.0,2.56,1.66
42.0,2.215,2.719
43.0,1.626,2.357
45.0,2.551,3.34
46.0,0.943,2.964
62.0,1.98,2.769
64.0,2.858,2.089
65.0,1.135,1.632
66.0,3.929,3.27
67.0,1.995,2.534
68.0,1.881,2.915
80.0,2.068,4.363
81.0,1.653,1.729
83.0,1.276,2.152
84.0,1.154,2.486
85.0,1.354,2.224
11.0,1.149,2.906
12.0,2.192,2.147
13.0,1.497,1.246
14.0,1.129,2.547
15.0,1.223,2.573
16.0,1.83,2.152
17.0,0.479,1.672
26.0,2.982,2.578
27.0,1.629,2.765
28.0,2.262,2.954
29.0,1.198,2.305
30.0,1.226,2.226
31.0,2.141,2.467
32.0,0.548,3.353
33.0,1.402,2.638
45.0,1.806,2.727
46.0,2.167,2.224
48.0,1.014,2.812
49.0,1.926,2.581
50.0,1.572,2.698
51.0,1.163,2.412
52.0,1.701,2.965
61.0,0.774,1.92
62.0,3.027,2.774
64.0,0.781,2.076
79.0,0.931,1.681
80.0,1.984,1.899
82.0,1.885,2.118
10.0,2.196,3.586
11.0,2.379,2.78
12.0,2.078,2.93
13.0,2.686,2.598
14.0,1.906,1.581
15.0,0.991,2.556
16.0,3.594,3.098
17.0,3.044,3.006
32.0,0.565,3.998
33.0,2.875,3.916
37.0,0.766,2.64
52.0,2.068,4.031
53.0,3.162,3.109
55.0,1.609,2.719
56.0,0.64,2.349
57.0,1.814,1.919
58.0,2.067,2.561
59.0,2.027,2.314
76.0,0.714,2.279
77.0,1.586,2.554
83.0,0.752,3.103
84.0,1.928,2.588
7.0,2.902,3.58
8.0,2.55,4.008
9.0,2.62,3.075
10.0,3.385,2.125
11.0,1.566,3.442
12.0,2.644,2.749
13.0,2.507,2.849
30.0,2.834,1.795
31.0,1.478,1.258
32.0,1.918,3.436
33.0,4.787,2.802
34.0,2.45,3.954
35.0,1.691,6.113
36.0,1.624,3.177
37.0,3.669,1.634
47.0,0.81,5.891
48.0,2.161,4.065
49.0,2.127,2.356
50.0,1.14,2.397
51.0,3.117,2.597
52.0,3.493,3.876
53.0,2.08,4.061
63.0,0.742,1.826
64.0,1.807,2.894
68.0,1.457,2.092
77.0,0.735,2.096
78.0,1.31,2.852
82.0,0.771,1.369
83.0,1.568,2.344
84.0,1.283,3.482
85.0,1.979,2.612
86.0,1.189,1.75
104.0,1.27,2.05
105.0,1.97,1.26
107.0,1.277,1.338
21.0,1.63,3.506
32.0,1.181,4.435
33.0,2.31,3.042
34.0,3.009,3.023
35.0,1.592,2.492
36.0,3.711,3.103
37.0,2.859,2.495
38.0,1.589,3.175
39.0,1.755,3.997
47.0,1.279,3.712
48.0,2.848,3.288
51.0,1.585,3.965
52.0,1.904,2.446
64.0,1.744,2.941
65.0,2.314,3.09
68.0,2.353,2.113
79.0,2.276,2.993
82.0,0.669,4.02
83.0,1.709,3.152
100.0,1.341,3.077
101.0,1.103,2.814
105.0,1.105,2.151
106.0,1.621,2.17
107.0,2.001,2.786
108.0,1.863,2.888
126.0,2.126,2.431
129.0,2.135,2.793
130.0,1.524,3.064
131.0,1.029,1.782
132.0,1.531,1.909
141.0,2.713,3.983
142.0,1.717,3.173
146.0,2.427,4.169
147.0,1.231,3.857
148.0,3.253,2.201
163.0,1.213,2.857
164.0,1.841,1.549
166.0,2.488,3.478
167.0,3.291,3.695
168.0,1.519,2.261
182.0,2.882,3.196
186.0,3.639,2.97
187.0,2.003,2.717
192.0,1.93,2.167
210.0,1.708,3.062
211.0,1.253,2.424
214.0,1.156,2.497
215.0,0.984,1.937
216.0,2.122,3.885
227.0,0.809,1.882
228.0,2.024,3.069
230.0,2.819,2.822
255.0,2.088,2.013
12.0,,
13.0,2.055,2.578
14.0,2.374,3.091
20.0,1.4,3.514
21.0,2.149,2.478
22.0,1.834,2.174
23.0,3.562,3.062
35.0,1.605,2.465
36.0,2.384,2.106
37.0,1.403,2.533
38.0,1.329,2.497
50.0,1.261,2.865
51.0,2.594,2.498
52.0,3.062,2.76
53.0,1.212,2.559
54.0,1.407,1.543
55.0,3.658,4.584
65.0,1.785,2.757
66.0,2.114,2.82
69.0,0.536,2.939
80.0,0.687,2.77
81.0,2.228,2.942
83.0,2.322,2.963
84.0,1.126,1.66
85.0,2.75,2.309
86.0,1.629,3.703
94.0,0.595,2.701
95.0,1.097,1.579
97.0,3.199,4.817
98.0,1.952,2.734
99.0,1.348,2.012
100.0,0.9,2.202
101.0,,2.815
13.0,0.966,2.125
14.0,1.355,2.422
15.0,0.931,3.245
16.0,1.431,3.423
29.0,0.906,3.751
30.0,0.871,2.777
31.0,0.795,2.768
34.0,1.165,2.484
44.0,0.797,2.63
45.0,1.469,2.25
49.0,1.004,2.229
61.0,2.037,2.559
68.0,1.268,2.727
69.0,1.228,3.491
70.0,1.347,2.167
82.0,1.397,2.337
83.0,1.188,3.676
88.0,0.914,3.495
96.0,1.893,3.996
102.0,1.124,3.228
103.0,1.102,2.423
117.0,1.161,3.596
121.0,1.506,3.491
122.0,1.313,3.5
123.0,1.147,2.658
124.0,1.008,3.678
125.0,1.318,2.969
136.0,3.057,3.154
137.0,1.17,3.347
141.0,0.952,3.201
142.0,2.4,2.804
143.0,0.929,3.005
144.0,0.865,2.871
145.0,2.74,3.216
155.0,0.794,2.818
156.0,1.615,3.505
160.0,1.408,3.734
179.0,1.027,2.294
180.0,1.54,3.303
183.0,1.523,3.058
10.0,1.263,3.813
11.0,0.973,3.127
12.0,1.719,2.304
13.0,1.931,2.652
14.0,1.415,3.117
27.0,1.533,4.449
28.0,0.726,3.644
29.0,1.934,3.117
30.0,1.337,5.132
31.0,0.885,3.074
32.0,1.76,2.759
33.0,0.9,3.456
34.0,1.314,2.944
45.0,0.937,2.893
46.0,1.794,2.749
50.0,1.4,1.827
51.0,2.368,1.889
64.0,1.217,3.423
69.0,1.739,4.061
70.0,1.71,3.875
71.0,2.325,1.815
72.0,1.397,2.526
73.0,1.708,2.073
89.0,0.77,2.988
90.0,1.456,1.574
93.0,1.976,3.116
104.0,0.877,3.002
105.0,1.185,2.582
108.0,1.492,3.648
109.0,1.645,1.358
110.0,2.043,2.946
111.0,2.04,1.602
112.0,1.209,3.5
127.0,2.465,3.604
128.0,2.528,2.353
131.0,0.775,4.795
143.0,1.241,3.773
144.0,1.968,3.887
149.0,3.936,3.452
161.0,2.2,3.595
162.0,1.55,2.864
169.0,0.997,3.204
170.0,1.143,2.274
171.0,0.93,3.768
184.0,2.795,2.429
185.0,1.193,2.291
187.0,1.583,1.964
188.0,1.017,1.243
189.0,1.397,1.522
190.0,2.132,3.591
205.0,2.052,3.104
206.0,1.532,2.521
209.0,2.7,2.835
210.0,1.022,2.917
211.0,0.82,4.645
212.0,2.91,3.243
213.0,0.716,3.398
225.0,1.064,2.036
226.0,1.318,2.91
228.0,1.13,3.064
