,0,1
145.0,3.503,2.577
190.0,0.652,3.683
82.0,1.853,3.191
126.0,1.41,2.818
78.0,0.95,3.061
172.0,0.555,3.366
170.0,1.793,1.965
238.0,4.263,4.05
111.0,2.599,2.392
104.0,2.475,2.666
175.0,2.685,2.386
