,0,1
93.0,0.935,2.224
94.0,1.73,1.924
103.0,1.953,1.615
104.0,2.453,2.46
110.0,1.806,2.295
111.0,1.163,0.862
112.0,1.034,1.328
113.0,1.394,1.427
129.0,1.103,2.104
130.0,2.576,2.331
131.0,3.147,1.819
132.0,1.882,2.427
144.0,2.618,1.27
147.0,1.944,2.087
148.0,0.501,1.298
149.0,1.597,1.787
150.0,1.232,1.241
158.0,1.817,2.142
162.0,0.726,2.332
163.0,2.06,1.802
172.0,2.17,1.939
173.0,1.443,1.927
175.0,1.391,1.492
176.0,1.729,1.429
189.0,2.136,1.681
190.0,1.544,2.431
214.0,1.516,1.763
215.0,2.623,2.203
234.0,2.154,1.614
235.0,1.903,2.394
236.0,1.371,1.773
246.0,0.532,2.643
247.0,1.561,1.92
249.0,3.106,1.714
250.0,1.3,2.425
251.0,2.035,1.963
252.0,2.179,2.612
269.0,0.951,3.022
270.0,2.76,2.258
272.0,2.425,3.205
273.0,3.501,2.23
274.0,2.054,2.901
275.0,0.981,1.747
286.0,2.102,2.645
287.0,3.602,3.464
289.0,4.224,3.318
290.0,2.572,2.893
291.0,1.635,2.17
292.0,2.222,2.099
293.0,1.321,1.967
6.0,1.748,2.243
7.0,1.067,3.346
8.0,1.886,3.702
9.0,1.121,3.723
10.0,1.103,2.249
20.0,1.791,2.855
21.0,1.253,2.919
22.0,3.206,2.778
23.0,1.932,3.638
34.0,1.427,2.0
35.0,2.039,2.487
37.0,1.783,2.953
38.0,0.826,2.543
56.0,1.107,3.784
62.0,1.94,2.011
79.0,2.848,2.573
81.0,4.017,3.137
93.0,1.947,3.988
94.0,0.505,2.846
96.0,3.225,1.672
97.0,1.467,2.843
98.0,2.764,2.472
101.0,1.752,2.696
117.0,2.285,1.772
118.0,2.103,2.396
120.0,2.239,2.086
121.0,2.548,2.574
122.0,1.586,2.13
135.0,1.218,4.039
136.0,2.915,2.762
137.0,0.59,2.286
142.0,1.689,3.206
151.0,0.457,4.258
152.0,1.95,2.812
153.0,0.716,2.189
154.0,1.37,3.695
155.0,1.071,2.766
156.0,0.656,3.232
171.0,0.872,2.413
172.0,0.811,3.399
173.0,1.814,2.679
174.0,3.594,4.644
188.0,1.037,2.948
189.0,1.547,3.641
192.0,1.117,2.145
193.0,0.756,2.177
194.0,1.668,3.53
195.0,1.12,3.114
212.0,0.614,2.053
213.0,2.201,3.884
215.0,1.499,2.148
216.0,2.917,3.34
228.0,0.613,4.742
229.0,1.051,1.7
231.0,0.749,2.814
232.0,2.557,4.662
233.0,2.055,2.493
234.0,1.617,2.391
253.0,0.475,2.646
254.0,1.53,1.978
255.0,0.475,3.314
256.0,1.351,3.788
257.0,0.664,4.089
258.0,0.789,1.789
259.0,1.501,2.692
260.0,1.431,2.484
272.0,0.951,2.71
273.0,1.295,2.017
275.0,3.171,2.597
276.0,0.654,2.522
277.0,1.651,3.993
288.0,0.701,2.973
289.0,1.597,3.866
291.0,1.76,2.569
292.0,2.995,3.763
293.0,0.623,2.745
294.0,1.744,2.714
3.0,,
4.0,1.885,2.205
6.0,1.936,1.584
27.0,0.608,3.684
28.0,2.018,1.938
30.0,1.201,3.104
31.0,2.644,2.939
32.0,2.44,1.649
45.0,1.895,3.275
46.0,2.358,2.407
48.0,3.897,3.318
49.0,3.553,2.868
59.0,1.002,2.719
70.0,2.155,2.043
71.0,1.343,2.713
72.0,1.553,3.188
73.0,1.438,2.355
88.0,1.987,3.592
89.0,1.411,3.054
93.0,0.858,2.303
94.0,2.209,3.567
102.0,1.101,3.281
103.0,0.86,3.08
110.0,1.237,3.376
111.0,2.584,3.057
121.0,1.397,3.374
122.0,1.811,1.924
123.0,0.876,2.507
124.0,1.541,3.149
125.0,0.848,3.103
126.0,1.912,2.854
127.0,2.076,3.214
142.0,0.851,3.396
143.0,1.112,2.744
145.0,1.68,3.239
146.0,1.025,3.257
147.0,1.412,4.08
148.0,2.38,2.676
162.0,0.552,3.156
163.0,1.513,3.277
165.0,1.975,1.441
166.0,2.866,3.407
179.0,0.645,2.811
180.0,1.701,2.71
182.0,1.529,2.846
183.0,1.011,2.89
184.0,2.565,3.676
198.0,0.697,3.475
199.0,1.374,3.693
201.0,0.88,2.778
202.0,1.455,5.711
203.0,0.95,2.868
204.0,1.239,2.782
9.0,1.958,3.66
10.0,1.121,3.178
11.0,1.297,2.436
12.0,1.944,2.914
13.0,0.839,3.535
27.0,2.872,2.917
28.0,1.075,3.351
29.0,1.072,2.782
30.0,1.739,2.626
31.0,0.868,2.415
32.0,0.874,2.777
43.0,1.473,3.552
44.0,1.511,2.115
45.0,1.996,3.125
46.0,1.222,3.248
47.0,1.091,2.344
48.0,0.953,2.865
56.0,2.087,2.821
57.0,1.499,3.192
59.0,1.988,4.034
60.0,1.878,2.994
61.0,1.736,2.771
62.0,0.982,2.895
63.0,1.083,2.971
74.0,1.032,3.392
75.0,1.127,2.771
77.0,2.245,3.124
78.0,1.427,2.428
91.0,2.084,3.497
92.0,1.356,2.422
93.0,0.642,2.762
94.0,1.225,2.492
95.0,0.939,3.046
96.0,2.037,2.79
97.0,0.963,4.267
98.0,1.41,2.914
110.0,1.015,3.062
111.0,0.932,2.94
113.0,1.624,3.352
124.0,1.533,3.643
125.0,1.187,3.058
3.0,,
4.0,1.224,2.308
5.0,1.4,3.384
6.0,0.734,2.688
7.0,2.182,3.532
8.0,1.879,2.377
18.0,1.837,3.674
19.0,0.916,2.466
20.0,1.562,2.348
21.0,1.798,2.437
22.0,3.604,2.786
23.0,2.397,2.584
24.0,0.964,3.111
25.0,3.329,2.925
36.0,2.138,3.141
37.0,1.027,2.953
38.0,2.979,2.963
39.0,0.697,3.762
40.0,1.46,3.417
41.0,0.974,2.719
42.0,1.635,3.029
52.0,1.122,4.126
53.0,2.313,2.265
55.0,4.111,2.678
56.0,2.791,2.521
57.0,2.213,3.597
58.0,1.074,2.823
59.0,2.763,2.24
67.0,1.846,3.758
68.0,1.685,2.218
70.0,1.832,2.32
71.0,1.992,2.332
72.0,1.87,2.507
80.0,0.815,2.906
81.0,2.679,2.287
88.0,1.063,2.731
89.0,2.194,2.784
90.0,1.319,2.522
100.0,0.972,4.364
101.0,2.535,2.631
102.0,0.926,3.344
103.0,1.994,2.225
104.0,0.763,2.451
112.0,2.016,3.131
113.0,0.818,2.766
114.0,0.7,2.645
115.0,0.99,2.574
124.0,1.717,2.401
125.0,2.167,3.118
133.0,1.521,2.647
134.0,1.314,2.121
135.0,1.231,2.819
147.0,1.235,2.666
148.0,1.016,2.658
150.0,1.61,2.765
151.0,0.713,3.174
152.0,1.169,3.093
153.0,0.826,3.386
161.0,0.92,2.473
162.0,1.257,2.448
163.0,0.678,3.782
164.0,1.138,2.756
176.0,1.557,3.826
177.0,0.736,2.874
178.0,0.84,2.857
179.0,0.813,2.274
180.0,0.992,2.805
190.0,0.92,3.25
191.0,1.073,3.269
200.0,0.938,2.867
201.0,1.053,2.444
202.0,1.336,2.085
215.0,1.052,2.955
3.0,,
5.0,2.868,2.366
6.0,2.957,2.644
17.0,3.033,3.418
18.0,1.554,2.335
22.0,1.687,3.239
23.0,2.011,3.013
24.0,1.318,3.42
36.0,1.169,2.88
37.0,0.927,3.312
45.0,1.426,2.505
46.0,1.996,2.655
47.0,1.761,3.014
60.0,0.988,3.362
61.0,1.939,2.953
62.0,2.496,3.019
63.0,1.241,2.443
76.0,1.378,3.263
77.0,2.427,2.718
83.0,1.082,2.336
90.0,2.154,2.784
91.0,0.897,2.124
93.0,2.859,2.656
105.0,1.215,3.084
110.0,1.629,3.399
111.0,1.084,2.7
112.0,0.715,2.753
113.0,1.309,2.805
114.0,2.152,2.939
126.0,0.766,3.647
127.0,1.47,2.687
128.0,0.682,2.085
129.0,1.599,2.885
138.0,0.889,3.097
139.0,2.77,2.323
140.0,0.844,3.124
141.0,0.94,2.519
142.0,1.499,2.593
143.0,1.536,2.076
144.0,1.208,3.464
145.0,2.691,2.705
154.0,2.278,3.089
155.0,3.816,2.909
157.0,2.479,3.714
158.0,1.948,2.749
159.0,1.693,2.207
160.0,1.082,2.374
161.0,0.982,4.282
170.0,0.949,2.913
171.0,1.981,2.888
175.0,1.171,2.92
176.0,1.033,3.13
177.0,1.796,2.634
178.0,0.99,1.94
192.0,0.993,3.498
194.0,1.735,2.26
195.0,1.013,1.938
196.0,1.525,2.637
205.0,0.795,3.002
206.0,1.196,2.623
208.0,2.801,3.832
209.0,1.878,2.363
210.0,1.33,2.769
211.0,1.629,2.874
5.0,,
6.0,0.599,1.964
7.0,1.098,1.549
8.0,0.867,3.066
9.0,0.663,2.676
10.0,1.654,2.846
23.0,1.236,4.682
24.0,2.888,1.916
25.0,1.659,2.278
26.0,1.21,3.244
27.0,2.113,2.598
28.0,0.771,2.279
37.0,1.121,2.177
41.0,1.912,2.941
42.0,2.178,2.859
43.0,0.877,2.859
44.0,2.929,3.411
53.0,0.815,2.844
54.0,0.722,3.338
56.0,0.779,2.621
57.0,0.547,2.6
58.0,1.063,3.033
72.0,0.918,2.707
74.0,2.768,3.476
87.0,1.015,2.706
88.0,1.635,2.673
89.0,2.227,2.779
90.0,0.801,2.157
102.0,0.311,3.905
103.0,1.754,2.794
104.0,1.097,2.932
5.0,,
6.0,0.946,2.976
7.0,2.306,2.132
8.0,1.33,3.967
23.0,2.205,2.793
25.0,2.619,1.248
39.0,0.837,2.72
40.0,1.507,2.908
42.0,1.452,1.787
55.0,2.871,3.627
56.0,0.225,3.053
58.0,0.602,3.334
59.0,0.747,2.358
60.0,1.66,2.573
61.0,1.104,2.483
73.0,1.217,3.026
74.0,1.359,1.562
76.0,1.738,2.024
77.0,1.711,3.737
78.0,0.996,2.562
87.0,0.822,3.354
88.0,0.804,1.915
90.0,1.259,1.97
101.0,2.315,4.236
102.0,1.813,3.45
107.0,0.731,2.631
108.0,1.385,1.506
109.0,0.601,2.123
118.0,0.34,2.896
119.0,1.997,1.675
121.0,1.253,3.082
122.0,1.297,2.419
131.0,0.692,2.722
139.0,1.188,3.914
156.0,0.781,3.084
157.0,2.537,1.401
159.0,1.231,2.416
175.0,1.207,3.583
176.0,1.266,1.705
177.0,1.072,2.393
16.0,1.967,4.097
17.0,1.961,2.772
18.0,1.908,2.752
24.0,0.525,2.871
38.0,0.696,2.563
39.0,1.543,2.221
40.0,1.283,2.184
41.0,0.887,2.611
51.0,1.092,2.278
52.0,1.795,2.602
56.0,1.403,2.843
65.0,0.403,2.902
66.0,1.383,3.042
68.0,2.085,2.46
74.0,1.272,3.993
75.0,1.619,2.388
76.0,1.161,3.205
87.0,2.349,2.057
88.0,1.556,2.594
94.0,0.72,2.134
104.0,0.795,2.491
105.0,0.812,1.309
107.0,1.161,2.23
112.0,0.876,2.189
113.0,1.667,2.418
125.0,1.39,3.045
126.0,1.325,2.135
128.0,0.927,2.134
129.0,1.077,2.085
130.0,1.085,2.863
131.0,0.738,2.85
140.0,0.613,2.522
141.0,1.295,2.246
143.0,1.399,2.136
154.0,1.244,3.025
155.0,0.839,1.992
168.0,1.697,2.364
169.0,1.02,2.179
181.0,0.908,3.435
21.0,1.47,2.255
22.0,1.187,2.025
23.0,1.28,2.136
34.0,1.4,1.854
37.0,0.813,2.371
42.0,0.32,2.279
51.0,1.326,2.426
52.0,0.968,2.772
56.0,1.481,2.72
73.0,0.94,2.22
90.0,1.605,2.98
92.0,1.276,1.172
120.0,1.044,2.982
121.0,1.251,3.017
123.0,1.654,2.542
124.0,1.364,1.719
127.0,0.954,2.966
128.0,0.56,2.86
143.0,1.375,2.392
145.0,2.988,2.418
146.0,1.793,3.152
159.0,2.207,2.469
161.0,1.706,2.468
162.0,1.197,2.022
178.0,1.595,3.102
179.0,2.565,2.161
181.0,2.01,3.225
182.0,0.775,1.1
183.0,1.206,2.325
195.0,0.749,2.136
197.0,0.68,2.474
202.0,1.824,3.254
211.0,1.439,2.404
212.0,0.667,2.862
214.0,1.182,2.15
215.0,1.838,2.841
216.0,1.298,4.218
217.0,1.55,2.461
226.0,1.157,2.334
227.0,1.983,2.194
229.0,1.773,1.719
230.0,1.827,2.073
240.0,1.198,3.826
241.0,1.919,2.376
18.0,2.075,2.461
21.0,1.008,1.352
34.0,3.058,1.436
35.0,2.184,4.501
36.0,1.531,2.393
37.0,4.605,2.306
38.0,2.0,4.02
39.0,1.296,1.492
40.0,1.93,3.617
53.0,1.61,2.032
54.0,2.459,3.14
55.0,0.696,2.539
70.0,2.458,2.74
71.0,1.503,2.659
73.0,1.02,1.637
93.0,0.809,2.236
94.0,2.226,2.316
95.0,2.199,1.628
96.0,3.769,2.689
115.0,1.106,2.924
117.0,1.521,2.011
118.0,1.421,2.495
119.0,3.317,2.759
120.0,1.902,3.66
138.0,2.081,1.981
143.0,1.642,1.881
156.0,1.163,2.402
157.0,1.659,2.064
161.0,0.821,3.13
20.0,3.074,2.723
21.0,2.39,3.545
34.0,1.175,2.907
35.0,1.461,3.301
36.0,1.522,1.846
37.0,3.049,2.502
38.0,2.664,2.266
39.0,1.947,2.863
40.0,1.857,2.397
55.0,2.82,2.869
56.0,3.022,1.766
57.0,1.013,2.513
58.0,2.614,2.55
71.0,1.53,2.698
72.0,1.858,3.337
74.0,1.683,1.646
75.0,3.201,2.725
76.0,1.539,2.543
79.0,2.137,3.207
90.0,2.11,2.845
91.0,2.836,2.293
93.0,1.565,1.829
94.0,1.299,1.947
107.0,2.832,3.183
112.0,1.473,1.334
122.0,2.571,2.744
123.0,2.364,2.632
129.0,2.584,2.156
146.0,2.957,2.245
164.0,2.754,3.29
165.0,2.108,2.724
177.0,4.205,3.009
178.0,0.768,1.998
180.0,3.249,2.779
181.0,1.457,3.501
192.0,1.467,1.381
193.0,2.843,2.055
212.0,1.966,1.698
213.0,1.325,1.751
227.0,0.966,2.183
231.0,0.845,2.473
232.0,1.054,2.38
235.0,0.895,1.638
245.0,1.587,1.48
246.0,2.254,3.048
263.0,1.925,2.291
7.0,0.479,3.288
8.0,2.849,3.046
9.0,2.361,2.059
10.0,2.06,3.64
11.0,2.311,2.167
12.0,2.002,2.17
30.0,0.916,2.22
31.0,0.744,1.937
32.0,2.95,3.383
33.0,3.089,2.576
34.0,2.642,2.014
35.0,1.388,2.149
36.0,2.285,2.631
51.0,3.018,2.327
52.0,2.172,2.357
53.0,2.776,3.506
54.0,3.109,2.639
66.0,2.949,1.736
67.0,1.286,2.606
68.0,2.62,2.217
83.0,1.044,2.24
84.0,2.76,1.53
94.0,2.393,2.223
99.0,0.407,2.403
100.0,3.36,3.224
101.0,2.968,1.964
102.0,1.03,2.955
114.0,2.721,3.761
118.0,0.877,1.487
132.0,2.699,2.82
133.0,2.409,2.714
139.0,2.032,2.339
140.0,1.4,2.293
141.0,2.228,2.359
150.0,1.575,2.191
151.0,1.085,2.107
153.0,2.907,2.375
156.0,1.961,1.914
157.0,2.334,3.034
12.0,,
27.0,1.939,2.876
28.0,1.516,2.649
29.0,2.372,2.893
30.0,2.911,3.936
31.0,1.035,1.88
32.0,2.219,2.523
33.0,1.96,2.484
34.0,1.218,2.074
52.0,0.859,2.292
53.0,1.84,2.614
54.0,2.925,3.4
55.0,1.089,1.062
56.0,2.392,3.345
70.0,1.625,3.756
71.0,1.044,2.053
73.0,1.536,1.391
74.0,1.418,2.565
75.0,3.027,3.954
6.0,,
21.0,1.99,3.248
22.0,2.07,2.115
23.0,1.38,3.323
24.0,1.906,2.516
25.0,1.554,1.836
26.0,0.924,1.847
27.0,1.667,2.931
28.0,0.811,1.748
36.0,0.793,2.23
37.0,1.572,1.961
38.0,1.866,2.847
39.0,0.539,2.426
48.0,2.015,2.248
49.0,1.194,2.352
51.0,1.36,1.152
52.0,1.647,2.254
53.0,2.427,3.816
54.0,1.174,2.913
55.0,0.642,2.176
73.0,2.051,2.866
74.0,1.041,2.398
76.0,1.171,1.574
77.0,2.929,2.268
87.0,,1.659
88.0,,
5.0,,
6.0,1.07,1.669
7.0,2.382,1.848
19.0,2.723,3.534
20.0,2.185,2.733
21.0,0.801,2.397
22.0,1.157,1.952
23.0,2.903,1.772
35.0,1.608,2.382
36.0,2.784,2.685
37.0,1.559,2.224
38.0,0.772,2.951
39.0,2.131,2.322
40.0,0.88,1.786
41.0,1.455,4.339
42.0,0.677,1.506
55.0,1.385,2.524
56.0,0.716,2.401
58.0,1.408,2.477
59.0,0.988,1.852
67.0,1.323,2.904
68.0,0.764,1.883
70.0,3.853,2.387
71.0,1.644,1.799
74.0,2.732,2.894
75.0,0.759,2.331
84.0,,
4.0,,
5.0,0.992,3.095
6.0,3.654,3.312
7.0,4.015,3.993
8.0,2.891,3.061
21.0,3.145,3.53
22.0,1.777,3.408
23.0,2.197,3.966
24.0,1.796,3.31
25.0,2.49,4.286
26.0,0.458,3.138
27.0,1.177,2.444
44.0,2.377,3.82
45.0,1.326,2.372
47.0,2.788,4.266
48.0,2.392,2.774
49.0,1.459,2.464
50.0,3.461,2.405
66.0,2.434,2.372
67.0,1.572,2.442
69.0,3.062,2.522
70.0,1.22,2.092
71.0,0.902,2.938
72.0,1.594,3.149
73.0,2.029,3.055
5.0,,
18.0,1.834,3.742
22.0,3.369,3.351
23.0,1.994,3.336
40.0,1.462,2.289
41.0,1.125,1.227
45.0,2.494,4.003
57.0,1.225,2.203
58.0,1.623,1.752
59.0,1.042,2.861
60.0,2.068,2.291
61.0,1.479,3.054
71.0,1.246,2.163
72.0,1.372,3.069
74.0,2.052,3.069
75.0,1.134,2.415
90.0,1.518,1.865
91.0,2.125,2.608
100.0,2.005,0.873
101.0,1.628,1.914
112.0,,
23.0,1.113,2.921
24.0,3.23,3.131
25.0,2.279,4.195
26.0,1.128,2.669
29.0,2.229,3.733
41.0,1.981,2.795
42.0,1.685,2.28
43.0,2.662,3.176
44.0,2.088,2.636
54.0,1.703,3.82
55.0,2.207,2.211
57.0,3.184,4.068
60.0,1.244,3.123
61.0,2.53,2.975
62.0,2.946,3.621
70.0,2.982,2.701
71.0,1.865,2.254
73.0,2.225,1.964
74.0,1.27,3.373
75.0,1.537,2.826
89.0,3.389,2.931
95.0,3.488,3.411
115.0,2.22,3.048
117.0,2.898,4.79
135.0,3.24,2.557
136.0,2.072,2.948
138.0,2.023,3.55
152.0,1.103,4.8
153.0,1.435,2.225
155.0,1.962,4.286
161.0,3.369,2.874
172.0,1.754,5.221
174.0,0.909,2.508
175.0,2.487,2.087
176.0,1.502,2.326
177.0,2.616,2.994
178.0,1.976,3.725
194.0,2.514,3.256
195.0,2.265,2.753
197.0,2.252,3.003
198.0,2.927,4.111
203.0,1.466,3.44
204.0,1.804,3.279
218.0,2.589,3.474
219.0,0.944,2.623
221.0,2.138,2.209
222.0,0.601,2.988
223.0,1.705,3.561
224.0,1.301,2.538
236.0,1.105,3.485
237.0,1.172,2.361
245.0,1.751,2.855
246.0,1.254,2.434
247.0,0.841,2.032
248.0,0.508,2.026
278.0,0.877,2.609
279.0,2.462,3.004
16.0,2.062,3.83
17.0,0.355,4.403
18.0,3.021,2.661
25.0,3.727,4.119
30.0,1.518,2.493
31.0,1.633,2.262
32.0,2.124,2.042
33.0,1.942,2.195
42.0,1.726,2.619
43.0,0.565,2.52
44.0,1.038,2.264
47.0,3.5,3.368
48.0,2.143,2.356
57.0,2.15,2.946
62.0,2.013,3.147
63.0,1.003,3.25
74.0,4.911,2.48
75.0,1.264,2.2
77.0,1.836,2.988
89.0,2.233,3.177
5.0,,
6.0,1.188,3.608
7.0,0.915,3.519
18.0,1.079,3.206
19.0,1.032,2.322
20.0,0.96,2.65
21.0,1.278,3.635
22.0,0.821,3.296
23.0,1.05,2.337
24.0,0.976,2.293
36.0,0.857,2.959
37.0,1.77,2.314
38.0,1.164,2.739
39.0,1.048,3.178
53.0,1.171,3.659
54.0,1.369,2.951
56.0,2.179,2.572
57.0,1.391,2.79
58.0,1.261,3.045
59.0,1.504,2.547
73.0,1.672,3.482
74.0,0.865,2.238
76.0,1.476,3.117
77.0,1.201,3.712
78.0,0.704,3.946
79.0,1.039,3.381
90.0,1.528,3.125
91.0,0.775,2.219
93.0,0.959,2.487
106.0,0.891,3.379
107.0,2.174,3.968
109.0,1.331,2.385
110.0,1.399,3.034
111.0,1.049,1.964
127.0,0.914,2.382
128.0,2.652,3.425
130.0,2.697,2.816
131.0,0.9,2.694
132.0,2.005,3.33
133.0,1.599,2.702
147.0,1.956,2.767
148.0,0.923,2.083
150.0,1.148,2.454
151.0,0.846,2.239
152.0,2.326,3.658
153.0,1.892,3.25
164.0,2.285,2.813
165.0,0.814,1.756
167.0,1.003,2.184
175.0,2.684,2.657
176.0,1.05,3.194
3.0,0.982,2.313
4.0,1.388,4.324
5.0,1.53,3.568
6.0,1.167,2.876
7.0,1.694,2.991
8.0,1.626,4.355
21.0,2.075,1.591
22.0,1.677,3.186
23.0,1.426,3.143
24.0,0.787,4.138
25.0,1.432,2.589
36.0,1.116,2.009
39.0,2.842,3.075
40.0,1.449,3.087
41.0,1.419,2.201
42.0,0.743,5.604
58.0,1.195,2.786
59.0,2.356,2.603
61.0,0.958,3.354
62.0,1.767,1.382
80.0,1.034,2.367
81.0,1.508,2.876
83.0,1.589,2.535
84.0,1.052,2.744
85.0,1.34,3.09
86.0,0.802,4.731
97.0,1.151,2.181
98.0,1.368,3.392
100.0,0.989,3.951
101.0,1.249,3.735
117.0,2.483,3.375
122.0,1.289,3.276
123.0,2.054,3.497
124.0,2.133,4.543
134.0,1.339,2.736
135.0,2.002,3.321
137.0,1.898,4.158
138.0,1.702,2.878
139.0,1.333,3.046
140.0,1.245,3.225
141.0,2.102,2.481
153.0,2.43,3.553
154.0,1.563,2.838
156.0,1.503,3.523
175.0,1.281,2.81
177.0,1.37,2.622
178.0,1.079,2.297
179.0,2.278,2.947
180.0,1.672,4.264
181.0,0.99,3.859
196.0,1.745,2.483
197.0,0.907,3.026
199.0,0.856,3.498
200.0,1.562,3.017
201.0,1.364,3.653
202.0,1.26,3.963
216.0,2.19,3.387
217.0,1.11,2.809
222.0,0.986,3.5
223.0,1.277,4.071
237.0,0.919,3.028
238.0,2.03,3.079
239.0,3.442,2.373
240.0,1.113,3.112
252.0,1.223,2.69
256.0,0.931,2.206
257.0,1.868,1.424
265.0,1.412,1.001
266.0,0.997,1.31
4.0,,
5.0,0.844,4.343
6.0,1.737,2.597
18.0,2.013,3.604
19.0,2.455,2.508
20.0,1.326,2.871
21.0,2.96,3.011
22.0,1.134,1.567
25.0,1.195,1.747
37.0,1.207,2.807
42.0,1.688,5.132
43.0,2.437,2.437
56.0,1.124,2.409
57.0,2.649,2.949
58.0,1.973,2.335
59.0,1.01,3.496
66.0,1.677,4.95
67.0,2.293,3.012
68.0,1.69,3.732
72.0,1.818,3.6
73.0,2.759,2.993
74.0,1.196,2.537
75.0,1.565,2.079
92.0,2.7,2.777
93.0,1.888,2.971
94.0,1.784,3.981
95.0,3.124,2.988
96.0,3.553,2.428
97.0,1.602,2.313
98.0,0.865,4.183
113.0,2.115,1.923
114.0,1.192,2.226
115.0,1.574,1.826
116.0,2.292,4.087
117.0,2.844,2.641
118.0,2.355,3.262
119.0,1.964,3.277
136.0,2.076,2.735
137.0,1.45,2.733
138.0,1.196,2.438
139.0,1.491,3.366
142.0,1.728,2.718
143.0,1.166,2.333
144.0,1.433,2.634
158.0,1.031,2.826
163.0,1.928,3.27
168.0,2.048,2.473
181.0,2.006,2.421
182.0,1.435,2.091
183.0,1.752,2.868
186.0,2.926,2.345
187.0,1.206,2.386
195.0,2.267,3.583
198.0,1.597,2.65
199.0,4.554,3.733
200.0,1.939,2.808
201.0,1.543,3.311
214.0,2.053,1.702
215.0,2.096,2.366
216.0,3.916,3.483
219.0,1.325,2.713
220.0,2.586,2.35
221.0,1.75,3.109
229.0,3.194,3.183
230.0,0.849,1.901
231.0,1.564,2.447
232.0,1.312,2.671
233.0,3.145,3.043
7.0,1.676,1.877
19.0,1.708,2.56
20.0,1.202,2.886
22.0,1.718,3.284
23.0,1.293,2.445
39.0,1.724,4.467
40.0,1.495,2.47
60.0,1.695,1.579
61.0,1.146,2.774
21.0,1.027,3.293
22.0,1.482,4.052
23.0,1.519,2.649
24.0,1.801,2.597
40.0,1.622,2.93
41.0,0.867,3.846
42.0,1.958,2.704
43.0,1.719,1.969
44.0,1.264,2.653
45.0,1.865,3.125
59.0,1.146,2.949
60.0,1.058,3.808
61.0,1.344,3.037
62.0,1.195,2.215
63.0,2.156,3.374
64.0,1.039,2.165
65.0,1.218,3.041
66.0,1.678,3.175
76.0,2.159,2.966
77.0,1.25,3.57
79.0,3.104,3.014
92.0,0.768,2.786
93.0,1.416,3.665
95.0,0.841,5.134
96.0,1.612,1.998
97.0,1.275,2.542
98.0,1.252,3.741
109.0,1.368,2.005
110.0,0.832,4.249
116.0,1.356,3.982
117.0,1.117,1.928
118.0,1.173,3.028
119.0,1.429,2.681
128.0,2.5,2.112
