,5.0,6.0,7.0,8.0,9.0,10.0,23.0,24.0,25.0,26.0,27.0,28.0,37.0,41.0,42.0,43.0,44.0,53.0,54.0,56.0,57.0,58.0,72.0,74.0,87.0,88.0,89.0,90.0,102.0,103.0,104.0
0,,1.0995197977609912,1.8155229397007513,2.389450539150164,1.530032095267102,0.8027461879436764,0.5670711321148567,1.8286720999104271,1.2003867995130773,1.1247525445449384,1.652523065073288,0.7088664621006435,1.5380853084002206,2.6411266178788653,0.9463100996802967,1.2777038784783907,2.0167221905749133,1.6185196776230206,1.5141967769294424,1.521746932321076,1.1980983298327905,1.1587337432167517,1.4334981634382205,1.84681201787215,1.4842721217190928,1.6326937814296372,2.0658998421344696,1.7448796519864906,1.022490547231833,1.7041631308512941,0.5999221940789212
1,,1.1164159007814556,1.81316358553159,2.3938555262201313,1.534557027481424,0.8014950323196621,0.5679630412079271,1.8232364771005682,1.2025668890252874,1.1229065118398114,1.6541050549781209,0.6973117114128162,1.536230845721631,2.6404753388654667,0.9428514181209993,1.2676912814569923,2.0150405823517126,1.627739983473683,1.528699758560867,1.5140137484811795,1.1861180029087957,1.1475098351264506,1.4290665240919171,1.8492120098519358,1.4728990091182157,1.6303325912482154,2.0602800319686967,1.7389290388265608,1.0142329237766525,1.698701890997207,0.5890602417861457
2,,1.132810586715049,1.8109172688868864,2.397045620492361,1.5396832085631524,0.8015432173446189,0.5690144504998249,1.817491760280174,1.2052273991053855,1.1213088350398897,1.6558451225287096,0.6863457095805376,1.5355612778716967,2.6406940635288016,0.9389638783942138,1.257385024254608,2.0142047801458167,1.6362162386232855,1.5442169722160863,1.5058215449427919,1.174313118916491,1.136480176816463,1.4245553548409406,1.8527870251242249,1.4612910461535695,1.627852571945422,2.0550130585283375,1.7332938356227094,1.006507919616916,1.6927248909035244,0.5786877760648519
3,,1.1486929107742778,1.808756859081586,2.39919176991598,1.5453909968246118,0.8029919502241423,0.5702819001385984,1.8114976602431399,1.2084203923443408,1.119863658939079,1.6577122440286727,0.6760541812677079,1.5360474021170158,2.6418272395237423,0.9346707407475863,1.2467838827310536,2.014239084585417,1.643418438687934,1.5605460997200986,1.4972244690183107,1.1628440065572159,1.1258235584953595,1.4200907401441545,1.8574724935615488,1.4495366536865242,1.6251944879678064,2.0504798991098103,1.7279777666759042,0.9993711142219115,1.6861670693609834,0.5688591881842009
4,,1.164050884424815,1.806686706941984,2.40045344300712,1.5516360697575788,0.8059092810338746,0.5717994197164564,1.8054714537535739,1.2121051232103626,1.118447937449106,1.6596583172240984,0.6664794672298859,1.5375563190507155,2.6440146730849934,0.929933702781256,1.2359726837418172,2.015184930300954,1.6496391975275646,1.5774941356304948,1.4882770189059984,1.1517417814071709,1.1154267002660554,1.415707418494099,1.86322854328247,1.4376508647605193,1.6223236792374998,2.0464168562542118,1.7230657566619603,0.9928554316557565,1.679102552790374,0.5596441032458823
5,,1.1788782430074844,1.804688377099072,2.400575977419844,1.5583459421049404,0.8103490262000521,0.5736081919864027,1.7997863677282682,1.2162605242944338,1.1169696458018792,1.6616589416863021,0.6576905668355069,1.5400453512885866,2.647270889144751,0.9248005122989675,1.2249468796318546,2.017048782146642,1.6544758811385893,1.594865267021925,1.4790489884179034,1.1411822364918423,1.1054734877067813,1.4115138413449189,1.869989547145559,1.4257194515635,1.61919629135812,2.043104625979167,1.7185484100772401,0.9869879544854085,1.6714664383959148,0.5511101915292145
6,,1.193189400961078,1.8027867373013071,2.4001060137259254,1.5654745519784368,0.8163321921425011,0.5757820344629367,1.7943156626686112,1.2208414936939984,1.1153196830479772,1.6636769947998333,0.64971727251216,1.543392962422844,2.6516923013166345,0.9193129718464752,1.2137960223347992,2.019851796243047,1.6581732130050635,1.6124643783843944,1.4696082387215894,1.1312212783053495,1.0958251696166268,1.407532226187512,1.8777073407196128,1.41376239439196,1.6157972940584615,2.0402036355201387,1.7144971761546828,0.9817743463888959,1.6633246998485285,0.5433345188171523
7,,1.2070598969625816,1.800967702213908,2.399183909438986,1.5729433294590973,0.8238686733673277,0.5784017443585909,1.789310094444066,1.2258325369863483,1.1134290323934823,1.6656497337367409,0.6426146432418349,1.547505366919539,2.6572677113515777,0.9135900127218457,1.202488626378969,2.023588729103903,1.6604213727906347,1.6300979434911715,1.460031065710488,1.1220382166524856,1.0866742397624534,1.4038299367711078,1.8863064181984432,1.4019068469957674,1.6121067090221999,2.037939398350245,1.710894326049412,0.977162744178218,1.6546156089586188,0.5363939718854167
8,,1.2205623295347476,1.79926274701168,2.3980261128206197,1.5807055188076098,0.8329317402726149,0.581517230633043,1.7846520046088945,1.2311969117483903,1.1112239689957817,1.6674887954565778,0.636395923183722,1.5521801614564228,2.6640396382203084,0.9076809585469405,1.1911317341305825,2.028269541768981,1.6615377941836167,1.647579812243295,1.4503863855859556,1.113675418427035,1.0778647384867632,1.400345605296784,1.895725381288531,1.3902279690476513,1.6079757764846105,2.036004356277662,1.7078088290313014,0.973069422763656,1.6454467047186714,0.5303604783756626
